Number,tweet_text,Tweets,Date,Sentiment,Score,Effective Sentiment Score,Score Cumulative
4930,Security fixes in iOS 148 and iPadOS 148 repair issues that enabled Apples Blastdoor security to be defeated flaws that allowed the infamous Pegasus spyware to be installed   ,"['security', 'fixes', 'ios', '148', 'ipados', '148', 'repair', 'issues', 'enabled', 'apples', 'blastdoor', 'security', 'defeated', 'flaws', 'allowed', 'infamous', 'pegasus', 'spyware', 'installed']",01-08-2021,negative,0.445700318,-0.054299682,302.1809259
4006,Security patch released to thwart surveillance company NSO Groups spyware that allows it to infiltrate iPhones after Citizen Lab activist disclose details Chat apps are the soft underbelly of device securityNSOGroup Pegasus ,"['security', 'patch', 'released', 'thwart', 'surveillance', 'company', 'nso', 'groups', 'spyware', 'allows', 'infiltrate', 'iphones', 'citizen', 'lab', 'activist', 'disclose', 'details', 'chat', 'apps', 'soft', 'underbelly', 'device', 'securitynsogroup', 'pegasus']",01-08-2021,positive,0.700957358,0.200957358,302.3818833
5647,security Under international lawIndia has an obligation to ensure that victims of rights violations have an effective remedy Four years after the Supreme Courts pronouncement on theright to privacy the Pegasus revelations should serve as a wakeup call for the urgent,"['security', 'international', 'lawindia', 'obligation', 'ensure', 'victims', 'rights', 'violations', 'effective', 'remedy', 'four', 'years', 'supreme', 'courts', 'pronouncement', 'theright', 'privacy', 'pegasus', 'revelations', 'serve', 'wakeup', 'call', 'urgent']",01-08-2021,neutral,0.497600883,-0.002399117,302.3794842
4122,Seelendrache von    affiliate link fantasy gayfantasy seelendrache einhorn pegasus schwuleliteratur ,"['seelendrache', 'von', 'affiliate', 'link', 'fantasy', 'gayfantasy', 'seelendrache', 'einhorn', 'pegasus', 'schwuleliteratur']",01-08-2021,positive,0.621704817,0.121704817,302.501189
4874,Seems new generation of Pegasus produced by NSO group still keep coming ,"['seems', 'new', 'generation', 'pegasus', 'produced', 'nso', 'group', 'still', 'keep', 'coming']",01-08-2021,neutral,0.570049942,0.070049942,302.5712389
5339,Senior Adv Harish Salve appears for petitioner challenging the Justice MB Lokur headed inquiry panel by West Bengal govt on Pegasus CJI says the plea will be heard on the next day after some orders are passed on main matter,"['senior', 'adv', 'harish', 'salve', 'appears', 'petitioner', 'challenging', 'justice', 'mb', 'lokur', 'headed', 'inquiry', 'panel', 'west', 'bengal', 'govt', 'pegasus', 'cji', 'says', 'plea', 'heard', 'next', 'day', 'orders', 'passed', 'main', 'matter']",01-08-2021,positive,0.664719224,0.164719224,302.7359582
5342,Senior Adv Harish Salve mentions the petition filed against the judicial enquiry ordered by West BengalCJI  Let us see what order we will pass in this caseSupremeCourt Pegasus,"['senior', 'adv', 'harish', 'salve', 'mentions', 'petition', 'filed', 'judicial', 'enquiry', 'ordered', 'west', 'bengalcji', 'let', 'us', 'see', 'order', 'pass', 'casesupremecourt', 'pegasus']",01-08-2021,positive,0.76381743,0.26381743,302.9997756
4743,Senior advocate Dinesh Dwivedi representing a journalist who was an alleged target of spyware claimed that the governments first affidavit was a nonspecific denial This too has a chilling effect on me he said BOOMExplains Pegasus SupremeCourt,"['senior', 'advocate', 'dinesh', 'dwivedi', 'representing', 'journalist', 'alleged', 'target', 'spyware', 'claimed', 'governments', 'first', 'affidavit', 'nonspecific', 'denial', 'chilling', 'effect', 'said', 'boomexplains', 'pegasus', 'supremecourt']",01-08-2021,negative,0.175553396,-0.324446604,302.675329
5693,September 11 2001 We honor the lives that were lost 20 years ago today And to those deeply impacted by this day we honor your bravery compassion and resilience neverforget 911 911anniversary alwaysremember nyc pegasus ,"['september', '11', '2001', 'honor', 'lives', 'lost', '20', 'years', 'ago', 'today', 'deeply', 'impacted', 'day', 'honor', 'bravery', 'compassion', 'resilience', 'neverforget', '911', '911anniversary', 'alwaysremember', 'nyc', 'pegasus']",01-08-2021,neutral,0.464318365,-0.035681635,302.6396474
4859,Seriously though Update your stuff Even if youre not a Pegasus target and you almost certainly are not updating your device using unique passwords and not clicking every random link are the three most important things you can do ,"['seriously', 'though', 'update', 'stuff', 'even', 'youre', 'pegasus', 'target', 'almost', 'certainly', 'updating', 'device', 'using', 'unique', 'passwords', 'clicking', 'every', 'random', 'link', 'three', 'important', 'things']",01-08-2021,negative,0.29190138,-0.20809862,302.4315487
5593,SG  and Sec 69 IT Act in particular there has been no unauthorized interception Centre has informed this to Parliament Nonetheless the issue is important So we have expressed our willingness to constitute a committeeSupremeCourt Pegasus,"['sg', 'sec', '69', 'act', 'particular', 'unauthorized', 'interception', 'centre', 'informed', 'parliament', 'nonetheless', 'issue', 'important', 'expressed', 'willingness', 'constitute', 'committeesupremecourt', 'pegasus']",01-08-2021,negative,0.087445967,-0.412554033,302.0189947
5590,SG  Having examined the issue it is the stand of the govt that such issues cant be debate on affidavit Such matters cant be a subject matter of debate before the court Nonetheless the issue is important so the committee will go into itSupremeCourt Pegasus,"['sg', 'examined', 'issue', 'stand', 'govt', 'issues', 'cant', 'debate', 'affidavit', 'matters', 'cant', 'subject', 'matter', 'debate', 'court', 'nonetheless', 'issue', 'important', 'committee', 'go', 'itsupremecourt', 'pegasus']",01-08-2021,negative,0.080350265,-0.419649735,301.599345
5568,SG  If some individuals are claiming invasion of privacy the government takes it seriously It has to be gone into and it will be gone into For this the govt has suggested the formation of a committeeSupremeCourt Pegasus,"['sg', 'individuals', 'claiming', 'invasion', 'privacy', 'government', 'takes', 'seriously', 'gone', 'gone', 'govt', 'suggested', 'formation', 'committeesupremecourt', 'pegasus']",01-08-2021,negative,0.053006284,-0.446993716,301.1523513
5367,SG  My case is simple There is a statutory regime in place Interception per se is not an impermissible activity All technologies can be used and abused Govts commitment becomes apparent from the fact that it says let all these issues go before domain experts Pegasus,"['sg', 'case', 'simple', 'statutory', 'regime', 'place', 'interception', 'per', 'se', 'impermissible', 'activity', 'technologies', 'used', 'abused', 'govts', 'commitment', 'becomes', 'apparent', 'fact', 'says', 'let', 'issues', 'go', 'domain', 'experts', 'pegasus']",01-08-2021,negative,0.065245688,-0.434754312,300.7175969
5353,SG  Suppose I am saying that I am not using this software Then it will alert the terror group If I say I am using this software please remember every software has a countersoftware The groups will take preemptive stepsSupremeCourt Pegasus,"['sg', 'suppose', 'saying', 'using', 'software', 'alert', 'terror', 'group', 'say', 'using', 'software', 'please', 'remember', 'every', 'software', 'countersoftware', 'groups', 'take', 'preemptive', 'stepssupremecourt', 'pegasus']",01-08-2021,negative,0.404174477,-0.095825523,300.6217714
5358,SG  The committee will be answerable to the court  I dont have the luxury of citing preconceived reportsSupremeCourt Pegasus,"['sg', 'committee', 'answerable', 'court', 'dont', 'luxury', 'citing', 'preconceived', 'reportssupremecourt', 'pegasus']",01-08-2021,negative,0.293240726,-0.206759274,300.4150121
5357,SG  The insistence that it must come in public domain please consider the harm it will causeSupremeCourt Pegasus,"['sg', 'insistence', 'must', 'come', 'public', 'domain', 'please', 'consider', 'harm', 'causesupremecourt', 'pegasus']",01-08-2021,positive,0.716520786,0.216520786,300.6315329
5589,SG  The stand of the Central Government is that whether a particular software was used or not cannot be a subject matter of an affidavit or debate in court or public discourse Because the issue has its own pitfallsSupremeCourt Pegasus,"['sg', 'stand', 'central', 'government', 'whether', 'particular', 'software', 'used', 'cannot', 'subject', 'matter', 'affidavit', 'debate', 'court', 'public', 'discourse', 'issue', 'pitfallssupremecourt', 'pegasus']",01-08-2021,negative,0.070035219,-0.429964781,300.2015682
5363,SG  There is a facade created that the government does not want to reveal things The government has nothing to hideSupremeCourt Pegasus,"['sg', 'facade', 'created', 'government', 'want', 'reveal', 'things', 'government', 'nothing', 'hidesupremecourt', 'pegasus']",01-08-2021,negative,0.045184966,-0.454815034,299.7467531
5365,SG  There is no reason to doubt the credibility of the committee This is  an assurance given by me The experts will have no relation with the government Second thing the report will come before your lordshipsSupremeCourt Pegasus,"['sg', 'reason', 'doubt', 'credibility', 'committee', 'assurance', 'given', 'experts', 'relation', 'government', 'second', 'thing', 'report', 'come', 'lordshipssupremecourt', 'pegasus']",01-08-2021,positive,0.610926509,0.110926509,299.8576796
5360,SG a facade has been created that govt is not telling the truth but its not like thatwe are saying let this be gone into since its about privacy of individuals we cannot have a committee which cannot withstand judicial scrutinypegasus,"['sg', 'facade', 'created', 'govt', 'telling', 'truth', 'like', 'thatwe', 'saying', 'let', 'gone', 'since', 'privacy', 'individuals', 'cannot', 'committee', 'cannot', 'withstand', 'judicial', 'scrutinypegasus']",01-08-2021,negative,0.000319364,-0.499680636,299.357999
5368,SG Mehta my case is simple there is statutory regime is in place interception is itself not in doubt every technology has its own side effects or ill effects we are saying let all this technical issues be gone into by domain expertspegasus,"['sg', 'mehta', 'case', 'simple', 'statutory', 'regime', 'place', 'interception', 'doubt', 'every', 'technology', 'side', 'effects', 'ill', 'effects', 'saying', 'let', 'technical', 'issues', 'gone', 'domain', 'expertspegasus']",01-08-2021,negative,0.00789477,-0.49210523,298.8658938
5579,SG refers to the statement made by new IT Minister  in recent monsoon sessionThis is the latest statement made by the Minister on the floor of the house SG says reading out the statementSupremeCourt Pegasus,"['sg', 'refers', 'statement', 'made', 'new', 'minister', 'recent', 'monsoon', 'sessionthis', 'latest', 'statement', 'made', 'minister', 'floor', 'house', 'sg', 'says', 'reading', 'statementsupremecourt', 'pegasus']",01-08-2021,positive,0.777555764,0.277555764,299.1434495
5566,SG says that making the issue regarding use of Pegasus a matter of affidavit or public discourse will not be interest of national security or larger national interestSupremeCourt Pegasus,"['sg', 'says', 'making', 'issue', 'regarding', 'use', 'pegasus', 'matter', 'affidavit', 'public', 'discourse', 'interest', 'national', 'security', 'larger', 'national', 'interestsupremecourt', 'pegasus']",01-08-2021,negative,0.348594815,-0.151405185,298.9920443
5578,SG tells SC that the Govt doesnt want to file any additional affidavit to put out in public domain whether Pegasus was used or not Mehta reiterates let the expert committee go into all aspects amp place its report before the court,"['sg', 'tells', 'sc', 'govt', 'doesnt', 'want', 'file', 'additional', 'affidavit', 'put', 'public', 'domain', 'whether', 'pegasus', 'used', 'mehta', 'reiterates', 'let', 'expert', 'committee', 'go', 'aspects', 'amp', 'place', 'report', 'court']",01-08-2021,negative,0.046891708,-0.453108292,298.538936
5356,SG The insistence that it must come in public domain has ill effects If i say i dont use this software then it will alert terror groups and every technology has a counter technology to protect them from security agencies pegasus,"['sg', 'insistence', 'must', 'come', 'public', 'domain', 'ill', 'effects', 'say', 'dont', 'use', 'software', 'alert', 'terror', 'groups', 'every', 'technology', 'counter', 'technology', 'protect', 'security', 'agencies', 'pegasus']",01-08-2021,negative,0.169029593,-0.330970407,298.2079656
5575,SG Tushar Mehta reads the IT ministers statement made in the parliament The statement read as publication of stories before monsoon session cannot be a coincidence reads SG Mehta from the statement of the Ministersupremecourt pegasus,"['sg', 'tushar', 'mehta', 'reads', 'ministers', 'statement', 'made', 'parliament', 'statement', 'read', 'publication', 'stories', 'monsoon', 'session', 'cannot', 'coincidence', 'reads', 'sg', 'mehta', 'statement', 'ministersupremecourt', 'pegasus']",01-08-2021,positive,0.779612064,0.279612064,298.4875777
5006,sgh Govt knows they are lying the govt is try hiding entire issue so that their horse trading will not get any impact in upcoming electionsThis is very horrible situation the way govt impacting individual by this Pegasus software   ,"['sgh', 'govt', 'knows', 'lying', 'govt', 'try', 'hiding', 'entire', 'issue', 'horse', 'trading', 'get', 'impact', 'upcoming', 'electionsthis', 'horrible', 'situation', 'way', 'govt', 'impacting', 'individual', 'pegasus', 'software']",01-08-2021,negative,0.126751542,-0.373248458,298.1143292
4467,ShameOnBJPGovtPegasusTelling the Centre to stop beating around the bush on why it does not want to file an additional affidavit into allegations of unauthorised surveillance using thePegasussoftware the Supreme Court said Monday it only wanted to know ,"['shameonbjpgovtpegasustelling', 'centre', 'stop', 'beating', 'around', 'bush', 'want', 'file', 'additional', 'affidavit', 'allegations', 'unauthorised', 'surveillance', 'using', 'thepegasussoftware', 'supreme', 'court', 'said', 'monday', 'wanted', 'know']",01-08-2021,negative,0.022264261,-0.477735739,297.6365935
5158,Sharing the fact with the court whether the government bought the Pegasus spyware doesnt impact national security in any way The government doesnt appear to trust the judiciary ,"['sharing', 'fact', 'court', 'whether', 'government', 'bought', 'pegasus', 'spyware', 'doesnt', 'impact', 'national', 'security', 'way', 'government', 'doesnt', 'appear', 'trust', 'judiciary']",01-08-2021,positive,0.618279874,0.118279874,297.7548734
5372,Sharma says in Bhima Koregaon case evidences were planted against civil rights activistsSharma  Please pass over I will come back after 30 minsCJI  MrSharma dont stall the hearingsSupremeCourt Pegasus,"['sharma', 'says', 'bhima', 'koregaon', 'case', 'evidences', 'planted', 'civil', 'rights', 'activistssharma', 'please', 'pass', 'come', 'back', '30', 'minscji', 'mrsharma', 'dont', 'stall', 'hearingssupremecourt', 'pegasus']",01-08-2021,negative,0.433869839,-0.066130161,297.6887432
5382,Sharma says other petitions are based on news paper reports and his case is differentCJI  Then we will detag your petition from other casesSupremeCourt Pegasus,"['sharma', 'says', 'petitions', 'based', 'news', 'paper', 'reports', 'case', 'differentcji', 'detag', 'petition', 'casessupremecourt', 'pegasus']",01-08-2021,positive,0.804557204,0.304557204,297.9933004
5377,Sharma says Pegasus can be used to implant documents in device Investigating agencies can create evidence he saysSupremeCourt Pegasus,"['sharma', 'says', 'pegasus', 'used', 'implant', 'documents', 'device', 'investigating', 'agencies', 'create', 'evidence', 'sayssupremecourt', 'pegasus']",01-08-2021,positive,0.654562771,0.154562771,298.1478632
5121,SHIKRA  SPARROW  HAWK  BIRD  15TH AUG 2021  VIDEO  EVEWIN  LAKRA  YOUTUBE  VIDEOSHIKRA  SPARROW  HAWK  BIRD  15TH AUG 2021  VIDEO  EVEWIN  LAKRA  YOUTUBE  VIDEOCMPMPegasusAmazonCareerDayTheDelhiFiles,"['shikra', 'sparrow', 'hawk', 'bird', '15th', 'aug', '2021', 'video', 'evewin', 'lakra', 'youtube', 'videoshikra', 'sparrow', 'hawk', 'bird', '15th', 'aug', '2021', 'video', 'evewin', 'lakra', 'youtube', 'videocmpmpegasusamazoncareerdaythedelhifiles']",01-08-2021,neutral,0.484754711,-0.015245289,298.1326179
5861,Should Germany possess the Pegasus spy software that violates German privacy laws reading all mobile phone communicationMerkels answer The German government acts within the parameters of the lawThis week lawmakers were informed that Germany bought and used Pegasus ,"['germany', 'possess', 'pegasus', 'spy', 'software', 'violates', 'german', 'privacy', 'laws', 'reading', 'mobile', 'phone', 'communicationmerkels', 'answer', 'german', 'government', 'acts', 'within', 'parameters', 'lawthis', 'week', 'lawmakers', 'informed', 'germany', 'bought', 'used', 'pegasus']",01-08-2021,positive,0.871801257,0.371801257,298.5044192
4155,Shut the Pegasus down cybersecurity computerengineering Iot Ai computerscience hacking hacker  pentest tech code coding python php linux java webdev programming security data DataScience BigData bugbounty BlackTechTwitter opensource 100DaysOfCode data ,"['shut', 'pegasus', 'cybersecurity', 'computerengineering', 'iot', 'ai', 'computerscience', 'hacking', 'hacker', 'pentest', 'tech', 'code', 'coding', 'python', 'php', 'linux', 'java', 'webdev', 'programming', 'security', 'data', 'datascience', 'bigdata', 'bugbounty', 'blacktechtwitter', 'opensource', '100daysofcode', 'data']",01-08-2021,neutral,0.516269863,0.016269863,298.520689
5494,Shyam Divan There are three issues I want to highlight1 The cabinet secretary ought to file an affidavit and we have filed cases judgments before court in that regard There is a privacy issue here amp It is his responsibilitypegasus,"['shyam', 'divan', 'three', 'issues', 'want', 'highlight1', 'cabinet', 'secretary', 'ought', 'file', 'affidavit', 'filed', 'cases', 'judgments', 'court', 'regard', 'privacy', 'issue', 'amp', 'responsibilitypegasus']",01-08-2021,negative,0.120624371,-0.379375629,298.1413134
5544,Sibal  All we want to know if the State has used Pegasus But my learned friend is saying that it will be detrimental to national interest Im sorry to not say that will be detrimental to justiceSupremeCourt Pegasus,"['sibal', 'want', 'know', 'state', 'used', 'pegasus', 'learned', 'friend', 'saying', 'detrimental', 'national', 'interest', 'im', 'sorry', 'say', 'detrimental', 'justicesupremecourt', 'pegasus']",01-08-2021,negative,0.004265442,-0.495734558,297.6455788
5537,Sibal  In 2019 the Minister spoke about this About targeting of individuals What action state has taken Have they filed an FIR Have they acted against NSOSupremeCourt Pegasus,"['sibal', '2019', 'minister', 'spoke', 'targeting', 'individuals', 'action', 'state', 'taken', 'filed', 'fir', 'acted', 'nsosupremecourt', 'pegasus']",01-08-2021,negative,0.175195277,-0.324804723,297.3207741
5511,Sibal  International agencies have accepted the fact that Indian were targeted Experts have said phones of Indians have been hacked They have no bias against India Yesterday Germany also accepted that But the Govt of India does not want to acceptSupremeCourt Pegasus,"['sibal', 'international', 'agencies', 'accepted', 'fact', 'indian', 'targeted', 'experts', 'said', 'phones', 'indians', 'hacked', 'bias', 'india', 'yesterday', 'germany', 'also', 'accepted', 'govt', 'india', 'want', 'acceptsupremecourt', 'pegasus']",01-08-2021,negative,0.002943379,-0.497056621,296.8237175
5535,Sibal  It is unbelievable that the Government of India says that it wont tell the Court SupremeCourt Pegasus,"['sibal', 'unbelievable', 'government', 'india', 'says', 'wont', 'tell', 'court', 'supremecourt', 'pegasus']",01-08-2021,negative,0.393124312,-0.106875688,296.7168418
5530,Sibal  Minister said govt has taken note of the reports about 120 Indians phones being infected by Pegasus The statement is an admissionSupremeCourt Pegasus,"['sibal', 'minister', 'said', 'govt', 'taken', 'note', 'reports', '120', 'indians', 'phones', 'infected', 'pegasus', 'statement', 'admissionsupremecourt', 'pegasus']",01-08-2021,negative,0.293080658,-0.206919342,296.5099225
5333,Sibal  The fact that theyGovt of India have not denied it means that they have used itSupremeCourt Pegasus ,"['sibal', 'fact', 'theygovt', 'india', 'denied', 'means', 'used', 'itsupremecourt', 'pegasus']",01-08-2021,negative,0.110111892,-0.389888108,296.1200344
5509,Sibal  The fact that theyGovt of India have not denied it means that they have used itSupremeCourt Pegasus ,"['sibal', 'fact', 'theygovt', 'india', 'denied', 'means', 'used', 'itsupremecourt', 'pegasus']",01-08-2021,negative,0.110111892,-0.389888108,295.7301462
5518,Sibal  The petitioners have said that their privacy has been impacted their devices targeted And the govt now says it does not want to file an affidavit SupremeCourt Pegasus,"['sibal', 'petitioners', 'said', 'privacy', 'impacted', 'devices', 'targeted', 'govt', 'says', 'want', 'file', 'affidavit', 'supremecourt', 'pegasus']",01-08-2021,negative,0.024549538,-0.475450462,295.2546958
5540,Sibal  This spyware is per se illegal It cannot be used Ordinary citizens were targeted This is a serious issue State cannot say that they cant tell the courtSupremeCourt Pegasus,"['sibal', 'spyware', 'per', 'se', 'illegal', 'cannot', 'used', 'ordinary', 'citizens', 'targeted', 'serious', 'issue', 'state', 'cannot', 'say', 'cant', 'tell', 'courtsupremecourt', 'pegasus']",01-08-2021,negative,0.073604934,-0.426395066,294.8283007
5503,Sibal  Why should government be allowed to form a committee on its own It should be completely away from govt controlSupremeCourt Pegasus,"['sibal', 'government', 'allowed', 'form', 'committee', 'completely', 'away', 'govt', 'controlsupremecourt', 'pegasus']",01-08-2021,neutral,0.552335322,0.052335322,294.880636
5514,Sibal added If Pegasus was used amp its targets were ordinary citizens then it is serious This software is illegal amp cannot be used Mind you my lords this is what IT minister said they accepted that indeed it was used,"['sibal', 'added', 'pegasus', 'used', 'amp', 'targets', 'ordinary', 'citizens', 'serious', 'software', 'illegal', 'amp', 'cannot', 'used', 'mind', 'lords', 'minister', 'said', 'accepted', 'indeed', 'used']",01-08-2021,negative,0.403752118,-0.096247882,294.7843882
5508,Sibal Even intl agencies have accepted the fact that Indians were impacted and the names have been given in this case Yesterday Germany also accepted that Pegasus was used to counterterror etcGovt should not be allowed to form its own committee and obfuscate this matter,"['sibal', 'even', 'intl', 'agencies', 'accepted', 'fact', 'indians', 'impacted', 'names', 'given', 'case', 'yesterday', 'germany', 'also', 'accepted', 'pegasus', 'used', 'counterterror', 'etcgovt', 'allowed', 'form', 'committee', 'obfuscate', 'matter']",01-08-2021,negative,0.036055319,-0.463944681,294.3204435
5528,Sibal Govt cannot say shut your eyes to court and we will do what we wantSG please dont put words in my mouthSibal thats exactly what it meanssupremecourt pegasus PegasusSnoopgate,"['sibal', 'govt', 'cannot', 'say', 'shut', 'eyes', 'court', 'wantsg', 'please', 'dont', 'put', 'words', 'mouthsibal', 'thats', 'exactly', 'meanssupremecourt', 'pegasus', 'pegasussnoopgate']",01-08-2021,positive,0.823757112,0.323757112,294.6442006
5512,Sibal international agencies have accepted the fact that Indians were impacted and the names have been given in this case yersterday Germany also accepted that pegaus was used to counter terror etcsupremecourt pegasus PegasusSnoopgate,"['sibal', 'international', 'agencies', 'accepted', 'fact', 'indians', 'impacted', 'names', 'given', 'case', 'yersterday', 'germany', 'also', 'accepted', 'pegaus', 'used', 'counter', 'terror', 'etcsupremecourt', 'pegasus', 'pegasussnoopgate']",01-08-2021,negative,0.140714496,-0.359285504,294.2849151
5510,Sibal It is our allegation that govt wants to hide facts Remember the Hawala case where supreme court formed a committee of sitting judges and proceedings were conducted in chambers to safeguard national interest issues supremecourt pegasus PegasusSnoopgate,"['sibal', 'allegation', 'govt', 'wants', 'hide', 'facts', 'remember', 'hawala', 'case', 'supreme', 'court', 'formed', 'committee', 'sitting', 'judges', 'proceedings', 'conducted', 'chambers', 'safeguard', 'national', 'interest', 'issues', 'supremecourt', 'pegasus', 'pegasussnoopgate']",01-08-2021,negative,0.342174083,-0.157825917,294.1270892
5531,Sibal points out to the bench the statement made by former IT Minister  in Parliament in response to question of  on Pegasus issueSupremeCourt Pegasus,"['sibal', 'points', 'bench', 'statement', 'made', 'former', 'minister', 'parliament', 'response', 'question', 'pegasus', 'issuesupremecourt', 'pegasus']",01-08-2021,positive,0.767077625,0.267077625,294.3941668
5546,Sibal quotes from black money case judgment  Withholding of information by the state is a violation of the freedom of speech and expression of citizensSupremeCourt Pegasus,"['sibal', 'quotes', 'black', 'money', 'case', 'judgment', 'withholding', 'information', 'state', 'violation', 'freedom', 'speech', 'expression', 'citizenssupremecourt', 'pegasus']",01-08-2021,positive,0.750884831,0.250884831,294.6450516
5547,Sibal quotes from the judgmetn  State has a duty to reveal all information to the court and the petitioners In a matter relating to violation of fundamental rights state cannot act like an adversarySupremeCourt Pegasus,"['sibal', 'quotes', 'judgmetn', 'state', 'duty', 'reveal', 'information', 'court', 'petitioners', 'matter', 'relating', 'violation', 'fundamental', 'rights', 'state', 'cannot', 'act', 'like', 'adversarysupremecourt', 'pegasus']",01-08-2021,negative,0.274053693,-0.225946307,294.4191053
5525,Sibal refers to former IT Minister  statement about CERTN issuing notice to WhatsApp on Pegasus issueWhat has happened to that Sibal  asksSupremeCourt Pegasus,"['sibal', 'refers', 'former', 'minister', 'statement', 'certn', 'issuing', 'notice', 'whatsapp', 'pegasus', 'issuewhat', 'happened', 'sibal', 'askssupremecourt', 'pegasus']",01-08-2021,negative,0.116307467,-0.383692533,294.0354128
5522,Sibal refers to the definition of cyber incidents under IT Rules SupremeCourt Pegasus,"['sibal', 'refers', 'definition', 'cyber', 'incidents', 'rules', 'supremecourt', 'pegasus']",01-08-2021,positive,0.747944117,0.247944117,294.2833569
5505,Sibal refers to the Hawal case where a panel of retired judges were constituted to probe the allegations and prays for a similar course to be adopted in Pegasus cases,"['sibal', 'refers', 'hawal', 'case', 'panel', 'retired', 'judges', 'constituted', 'probe', 'allegations', 'prays', 'similar', 'course', 'adopted', 'pegasus', 'cases']",01-08-2021,negative,0.166195244,-0.333804756,293.9495521
5521,Sibal refers to the Indian Computer Emergency Response Team And Manner Of Performing Functions And Duties Rules 2013supremecourt pegasus PegasusSnoopgate,"['sibal', 'refers', 'indian', 'computer', 'emergency', 'response', 'team', 'manner', 'performing', 'functions', 'duties', 'rules', '2013supremecourt', 'pegasus', 'pegasussnoopgate']",01-08-2021,positive,0.678466201,0.178466201,294.1280183
5550,Sibal refers to the judgment in Ram Jethmalani case blackmoney caseSibal  State may not act in a matter which prevents this court from rendering complete justice by withholding informationSupremeCourt Pegasus,"['sibal', 'refers', 'judgment', 'ram', 'jethmalani', 'case', 'blackmoney', 'casesibal', 'state', 'may', 'act', 'matter', 'prevents', 'court', 'rendering', 'complete', 'justice', 'withholding', 'informationsupremecourt', 'pegasus']",01-08-2021,negative,0.19218865,-0.30781135,293.820207
5517,Sibal That is why we mention that this is being done through pegasus and our rights are being infringed the rules cover response to cyber security incident do we have this report do we have the security audit report this is rule 10supremecourt pegasus PegasusSnoopgate,"['sibal', 'mention', 'done', 'pegasus', 'rights', 'infringed', 'rules', 'cover', 'response', 'cyber', 'security', 'incident', 'report', 'security', 'audit', 'report', 'rule', '10supremecourt', 'pegasus', 'pegasussnoopgate']",01-08-2021,negative,0.413247466,-0.086752534,293.7334545
5513,Sibal The Centre shouldve taken action against NSOGroup amp Pegasus Have they lodged an FIR Have they tried to find out the truth The Centres emergency response team could have looked into it Now Govt cannot say shut your eyes we will do whatever we want,"['sibal', 'centre', 'shouldve', 'taken', 'action', 'nsogroup', 'amp', 'pegasus', 'lodged', 'fir', 'tried', 'find', 'truth', 'centres', 'emergency', 'response', 'team', 'could', 'looked', 'govt', 'cannot', 'say', 'shut', 'eyes', 'whatever', 'want']",01-08-2021,negative,0.237384558,-0.262615442,293.470839
5177,Sibal The fact that they Govt of India have not denied it means that they have used it SupremeCourt Pegasus PegasusSnoopgate KapilSibal ,"['sibal', 'fact', 'govt', 'india', 'denied', 'means', 'used', 'supremecourt', 'pegasus', 'pegasussnoopgate', 'kapilsibal']",01-08-2021,negative,0.108242176,-0.391757824,293.0790812
5506,Sibal Why should government be allowed to form a committee of its own it should be completely away from govt control supremecourt pegasus PegasusSnoopgate,"['sibal', 'government', 'allowed', 'form', 'committee', 'completely', 'away', 'govt', 'control', 'supremecourt', 'pegasus', 'pegasussnoopgate']",01-08-2021,neutral,0.593206942,0.093206942,293.1722881
5701,Siddharth Vardarajan failed  miserably with his Pegasus hit job So now he is on to the next one  DismantlingGlobalHindutva ,"['siddharth', 'vardarajan', 'failed', 'miserably', 'pegasus', 'hit', 'job', 'next', 'one', 'dismantlingglobalhindutva']",01-08-2021,positive,0.878805399,0.378805399,293.5510935
3941,Since 2019  has been asking the Indian government for information on Pegasus Today  the day of the SC decision on whether to probe PegasusSnoopgate  he reveals just how little investigation happened after the 2019 WhatsApp revelations ,"['since', '2019', 'asking', 'indian', 'government', 'information', 'pegasus', 'today', 'day', 'sc', 'decision', 'whether', 'probe', 'pegasussnoopgate', 'reveals', 'little', 'investigation', 'happened', '2019', 'whatsapp', 'revelations']",01-08-2021,negative,0.373755813,-0.126244187,293.4248494
4638,Since Apple has come out with an anti Pegasus solution which can read d symbols used by Pegasus Appleiphone  users who were hacked can seek d help of Apple to confirm it This is the Price Pegasus has2make4tampering iPhone amp consequently Govt which abused it shd be brought2book,"['since', 'apple', 'come', 'anti', 'pegasus', 'solution', 'read', 'symbols', 'used', 'pegasus', 'appleiphone', 'users', 'hacked', 'seek', 'help', 'apple', 'confirm', 'price', 'pegasus', 'has2make4tampering', 'iphone', 'amp', 'consequently', 'govt', 'abused', 'shd', 'brought2book']",01-08-2021,negative,0.057054944,-0.442945056,292.9819043
4807,Since at least November 2020pegasus iOS 148 NSOgroupcc  FBI Knew ,"['since', 'least', 'november', '2020pegasus', 'ios', '148', 'nsogroupcc', 'fbi', 'knew']",01-08-2021,neutral,0.580114365,0.080114365,293.0620187
4361,Since its discovery by  and  in 2016 Pegasus has evolved This news exemplifies how important it is for individuals and organizations to have visibility into mobile risks says  Read this  article to learn more ,"['since', 'discovery', '2016', 'pegasus', 'evolved', 'news', 'exemplifies', 'important', 'individuals', 'organizations', 'visibility', 'mobile', 'risks', 'says', 'read', 'article', 'learn']",01-08-2021,negative,0.151715621,-0.348284379,292.7137343
